ID,Original Entity Name,Type,Original_Files
1509,George I of Great Britain,E21 Person,name-English_table.csv
1510,"George I, King of England",E21 Person,G_refined.csv
1511,George III of Great Britain,E21 Person,name-English_table.csv
1512,"George III, King of England",E21 Person,G_refined.csv
1513,George Knox,E21 Person,name-English_table.csv
1514,George Vertue,E21 Person,name-English_table.csv
1515,George William,E21 Person,name-English_table.csv
1516,Georges de La Tour,E21 Person,L_refined.csv; name-English_table.csv
1517,Gerald Burden,E21 Person,name-English_table.csv
1518,Gerard van Honthorst,E21 Person,name-English_table.csv
1519,Gerard van der Bos,E21 Person,D_refined.csv; name-English_table.csv
1520,Gerhard Ewald,E21 Person,name-English_table.csv
1521,"Gerini, Marchese Andrea",E22 Man-Made Object,G_refined.csv
1522,Germaine de Sta?l,E21 Person,name-English_table.csv
1523,German patronage,E28 Conceptual Object,G_refined.csv
1524,"German princes, taste in art",E21 Person,G_refined.csv
1525,Gerolamo Nappi,E21 Person,name-English_table.csv
1526,"Gesualdo, Cardinal",E21 Person,G_refined.csv
1527,Gesuati,E74 Group,G_refined.csv
1528,"Gherardi, Antonio",E21 Person,G_refined.csv
1529,Gherardo Saracini,E21 Person,S_refined.csv; name-English_table.csv
1530,"Ghibbesio, Jacopo",E21 Person,G_refined.csv
1531,"Ghisolfi, Giovanni",E21 Person,G_refined.csv
1532,Giacinto Brandi,E21 Person,B_refined.csv; name-English_table.csv
1533,Giacinto Calandrucci,E21 Person,C_refined.csv; name-English_table.csv
1534,Giacinto Gigli,E21 Person,G_refined.csv; name-English_table.csv
1535,Giacomo Barozzi da Vignola,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1536,Giacomo Boni,E21 Person,name-English_table.csv
1537,Giacomo Casanova,E21 Person,name-English_table.csv
1538,Giacomo Ceruti,E21 Person,C_refined.csv; name-English_table.csv
1539,Giacomo Leonardis,E21 Person,name-English_table.csv
1540,Giacomo Leoni,E21 Person,L_refined.csv; name-English_table.csv
1541,Giacomo Lomellini,E21 Person,name-English_table.csv
1542,Giacomo Luigi Brignole,E21 Person,name-English_table.csv
1543,Giacomo Lumbroso,E21 Person,name-English_table.csv
1544,Giacomo Querini,E21 Person,Q-R_refined.csv; name-English_table.csv
1545,Giacomo Rospigliosi,E21 Person,name-English_table.csv
1546,Giacomo Serra,E21 Person,name-English_table.csv
1547,Giacomo Soranzo,E21 Person,name-English_table.csv
1548,Giacomo Storti,E21 Person,name-English_table.csv
1549,Giacomo Torelli,E21 Person,T_refined.csv; name-English_table.csv
1550,Giacomo Triga,E21 Person,name-English_table.csv
1551,Giacomo del Pò,E21 Person,name-English_table.csv
1552,Giacomo della Lena,E21 Person,L_refined.csv; name-English_table.csv
1553,Giacomo della Porta,E21 Person,P_refined.csv; name-English_table.csv
1554,Giacomo di Castro,E21 Person,name-English_table.csv
1555,Giam Pietro Zanotti,E21 Person,name-English_table.csv
1556,Giambattista Marino,E21 Person,M_refined.csv; name-English_table.csv
1557,Giambattista Pittoni,E21 Person,name-English_table.csv
1558,Giambattista Vico,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1559,Giambettino Cignaroli,E21 Person,C_refined.csv; name-English_table.csv
1560,Giambologna,E53 Place,G_refined.csv; name-English_table.csv
1561,Giammaria Ortes,E21 Person,name-English_table.csv
1562,Gian Antonio Selva,E21 Person,name-English_table.csv
1563,Gian Lorenzo Bernini,E21 Person,B_refined.csv; name-English_table.csv
1564,Gian Vittorio Rossi,E21 Person,name-English_table.csv
1565,Gianfranco Torcellan,E21 Person,T_refined.csv; name-English_table.csv
1566,Gianjacopo Fontana,E21 Person,name-English_table.csv
1567,Giannantonio Moschini,E21 Person,name-English_table.csv
1568,Gilles-Marie Oppenord,E21 Person,O_refined.csv; name-English_table.csv
1569,"Gimignani, Lodovico",E21 Person,G_refined.csv
1570,"Ginnasi, Cardinal",E21 Person,G_refined.csv
1571,Gino Damerini,E21 Person,name-English_table.csv
1572,Gino Fogolari,E21 Person,name-English_table.csv
1573,Gio. Gasparo Baldoini,E21 Person,name-English_table.csv
1574,Gioacchino Assereto,E21 Person,A_refined.csv; name-English_table.csv
1575,Giorgio Casini,E21 Person,name-English_table.csv
1576,Giorgio Cini Foundation,E53 Place,gio-English_table.csv
1577,Giorgio Maria Rapparini,E21 Person,Q-R_refined.csv; name-English_table.csv
1578,Giorgio Massari,E21 Person,M_refined.csv; name-English_table.csv
1579,Giorgio Nicodemi,E21 Person,name-English_table.csv
1580,Giorgio Pisani,E21 Person,P_refined.csv; name-English_table.csv
1581,Giorgio Spini,E21 Person,name-English_table.csv
1582,Giorgio Vasari,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1583,Giorgione,E21 Person,G_refined.csv; name-English_table.csv
1584,Giotto,E21 Person,G_refined.csv
1585,Giotto de Bondone,E21 Person,name-English_table.csv
1586,Giovan Battista Langetti,E21 Person,name-English_table.csv
1587,Giovan Battista Ricciardi,E21 Person,name-English_table.csv
1588,Giovan Battista Ruoppolo,E21 Person,Q-R_refined.csv; name-English_table.csv
1589,Giovanelli collection,E22 Man-Made Object,G_refined.csv
1590,Giovanni Adamo,E21 Person,A_refined.csv; name-English_table.csv
1591,Giovanni Agostino Cassana,E21 Person,C_refined.csv; name-English_table.csv
1592,Giovanni Ambrogio Mazenta,E21 Person,name-English_table.csv
1593,Giovanni Andrea Lazzarini,E21 Person,name-English_table.csv
1594,Giovanni Andrea Podestà,E21 Person,name-English_table.csv
1595,Giovanni Angelo Canini,E21 Person,C_refined.csv; name-English_table.csv
1596,Giovanni Angelo Montorsoli,E21 Person,name-English_table.csv
1597,Giovanni Animuccia,E21 Person,A_refined.csv; name-English_table.csv
1598,Giovanni Antonio Armanni,E21 Person,name-English_table.csv
1599,Giovanni Antonio Belloni,E21 Person,B_refined.csv; name-English_table.csv
1600,Giovanni Antonio Burrini,E21 Person,B_refined.csv; name-English_table.csv
1601,Giovanni Antonio Faldoni,E21 Person,F_refined.csv; name-English_table.csv
1602,Giovanni Antonio Fumiani,E21 Person,name-English_table.csv
1603,Giovanni Antonio Guardi,E21 Person,name-English_table.csv
1604,Giovanni Antonio Pellegrini,E21 Person,P_refined.csv; name-English_table.csv
1605,Giovanni Antonio de' Sacchis,E21 Person,name-English_table.csv
1606,Giovanni Baglione,E21 Person,B_refined.csv; name-English_table.csv
1607,Giovanni Bagutti,E21 Person,name-English_table.csv
1608,Giovanni Battista Agucchi,E21 Person,A_refined.csv; name-English_table.csv
1609,Giovanni Battista Albrizzi,E21 Person,name-English_table.csv
1610,Giovanni Battista Biffi,E21 Person,name-English_table.csv
1611,Giovanni Battista Caracciolo,E21 Person,C_refined.csv; name-English_table.csv
1612,Giovanni Battista Cimaroli,E21 Person,name-English_table.csv
1613,Giovanni Battista Contini,E21 Person,C_refined.csv; name-English_table.csv
1614,Giovanni Battista Crescenzi,E21 Person,C_refined.csv; name-English_table.csv
1615,Giovanni Battista Crespi,E21 Person,name-English_table.csv
1616,Giovanni Battista Doni,E21 Person,D_refined.csv; name-English_table.csv
1617,Giovanni Battista Fiammeri,E21 Person,F_refined.csv; name-English_table.csv
1618,Giovanni Battista Foggini,E21 Person,name-English_table.csv
1619,Giovanni Battista Fontanella,E21 Person,name-English_table.csv
1620,Giovanni Battista Gaulli,E21 Person,name-English_table.csv
1621,Giovanni Battista Maini,E21 Person,name-English_table.csv
1622,Giovanni Battista Mercati,E21 Person,M_refined.csv; name-English_table.csv
1623,Giovanni Battista Mingardi,E21 Person,M_refined.csv; name-English_table.csv
1624,Giovanni Battista Pacichelli,E21 Person,name-English_table.csv
1625,Giovanni Battista Pamphilj,E21 Person,name-English_table.csv
1626,Giovanni Battista Pasquali,E21 Person,name-English_table.csv
1627,Giovanni Battista Passeri,E21 Person,name-English_table.csv
1628,Giovanni Battista Piazzetta,E21 Person,P_refined.csv; name-English_table.csv
1629,Giovanni Battista Recurti,E21 Person,Q-R_refined.csv; name-English_table.csv
1630,Giovanni Battista Rota,E21 Person,Q-R_refined.csv; name-English_table.csv
1631,Giovanni Battista Salvi,E21 Person,name-English_table.csv
1632,Giovanni Battista Tiepolo,E21 Person,name-English_table.csv
1633,Giovanni Battista de Rossi,E21 Person,name-English_table.csv
1634,Giovanni Bellini,E21 Person,B_refined.csv; name-English_table.csv
1635,Giovanni Biliverti,E21 Person,name-English_table.csv
1636,Giovanni Bona,E21 Person,name-English_table.csv
1637,Giovanni Camillo Sagrestani,E21 Person,name-English_table.csv
1638,Giovanni Canevazzi,E21 Person,name-English_table.csv
1639,Giovanni Cattaneo,E21 Person,name-English_table.csv
1640,Giovanni Cinelli Calvoli,E21 Person,name-English_table.csv
1641,Giovanni Coli,E21 Person,C_refined.csv; name-English_table.csv
1642,Giovanni Da Pozzo,E21 Person,name-English_table.csv
1643,Giovanni Domenico Brugieri,E21 Person,name-English_table.csv
1644,Giovanni Domenico Cerrini,E21 Person,name-English_table.csv
1645,Giovanni Domenico Ferretti,E21 Person,name-English_table.csv
1646,Giovanni Domenico Ottonelli,E21 Person,name-English_table.csv
1647,Giovanni Domenico Piastrini,E21 Person,name-English_table.csv
1648,Giovanni Domenico Tiepolo,E21 Person,name-English_table.csv
1649,Giovanni Ferrari,E21 Person,F_refined.csv; name-English_table.csv
1650,Giovanni Francesco Barbieri,E21 Person,name-English_table.csv
1651,Giovanni Francesco Grimaldi,E53 Place,G_refined.csv; name-English_table.csv
1652,Giovanni Francesco Negroni,E21 Person,name-English_table.csv
1653,Giovanni Francesco Romanelli,E21 Person,name-English_table.csv
1654,Giovanni Francesco Sacchetti,E53 Place,S_refined.csv; name-English_table.csv
1655,Giovanni Gaetano Bottari,E21 Person,name-English_table.csv
1656,Giovanni Garzia Millini,E21 Person,name-English_table.csv
1657,Giovanni Giacomo Panciroli,E21 Person,name-English_table.csv
1658,Giovanni Gioseffo dal Sole,E21 Person,name-English_table.csv
1659,Giovanni Giuseppe Santi,E21 Person,name-English_table.csv
1660,Giovanni Incisa della Rocchetta,E21 Person,name-English_table.csv
1661,Giovanni Lami,E21 Person,name-English_table.csv
1662,Giovanni Lanfranco,E21 Person,L_refined.csv; name-English_table.csv
1663,Giovanni Ludovico Bianconi,E21 Person,name-English_table.csv
1664,Giovanni Marchiori,E21 Person,name-English_table.csv
1665,Giovanni Marco Pitteri,E21 Person,name-English_table.csv
1666,Giovanni Maria Bottala,E21 Person,name-English_table.csv
1667,Giovanni Maria Morlaiter,E21 Person,name-English_table.csv
1668,Giovanni Maria Sasso,E21 Person,name-English_table.csv
1669,Giovanni Mariacher,E21 Person,name-English_table.csv
1670,Giovanni Mario Crescimbeni,E21 Person,name-English_table.csv
1671,Giovanni Odazzi,E21 Person,O_refined.csv; name-English_table.csv
1672,Giovanni Paolo Cavagna,E21 Person,name-English_table.csv
1673,Giovanni Paolo Oliva,E21 Person,name-English_table.csv
1674,Giovanni Paolo Panini,E21 Person,name-English_table.csv
1675,Giovanni Perugini,E21 Person,P_refined.csv; name-English_table.csv
1676,Giovanni Pietro Bellori,E21 Person,name-English_table.csv
1677,Giovanni Pietro Ligario,E21 Person,name-English_table.csv
1678,Giovanni Pietro Olina,E21 Person,name-English_table.csv
1679,Giovanni Poleni,E21 Person,name-English_table.csv
1680,Giovanni Previtali,E21 Person,name-English_table.csv
1681,Giovanni Ricci,E21 Person,Q-R_refined.csv; name-English_table.csv
1682,Giovanni Segala,E21 Person,S_refined.csv; name-English_table.csv
1683,Giovanni Sforza,E21 Person,name-English_table.csv
1684,Giovanni Stefano Roccatagliata,E21 Person,Q-R_refined.csv; name-English_table.csv
1685,Giovanni Tabacco,E21 Person,name-English_table.csv
1686,Giovanni Vianello,E21 Person,name-English_table.csv
1687,Giovanni Volpato,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1688,Giovanni da Campione,E21 Person,C_refined.csv; name-English_table.csv
1689,Giovanni da San Giovanni,E21 Person,S_refined.csv; name-English_table.csv
1690,Giovanni da Udine,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1691,Giovanni da Venezia,E21 Person,name-English_table.csv
1692,Giovanni de Pian,E21 Person,name-English_table.csv
1693,Giovanni de' Vecchi,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1694,"Girardon, François",E21 Person,G_refined.csv
1695,Girl at Her Toilet,E22 Man-Made Object,work-English_table.csv
1696,Girl with a Basket of Chickens,E22 Man-Made Object,work-English_table.csv
1697,Girolamo Ascanio Giustiniani,E21 Person,G_refined.csv; name-English_table.csv
1698,Girolamo Brusoni,E21 Person,B_refined.csv; name-English_table.csv
1699,Girolamo Colonna,E21 Person,C_refined.csv; name-English_table.csv
1700,Girolamo Festari,E21 Person,F_refined.csv; name-English_table.csv
1701,Girolamo Forabosco,E21 Person,F_refined.csv; name-English_table.csv
1702,Girolamo Francesco Maria Mazzola,E21 Person,name-English_table.csv
1703,Girolamo Frescobaldi,E21 Person,name-English_table.csv
1704,Girolamo Manfrin,E21 Person,M_refined.csv; name-English_table.csv
1705,Girolamo Muziano,E21 Person,M_refined.csv; name-English_table.csv
1706,Girolamo Rainaldi,E21 Person,Q-R_refined.csv; name-English_table.csv
1707,Girolamo Teti,E21 Person,T_refined.csv; name-English_table.csv
1708,Girolamo Zanetti,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1709,Girolamo de Rinaldis,E21 Person,name-English_table.csv
1710,Girolamo di Giovanni di Camerino,E21 Person,name-English_table.csv
1711,Giuho Pisano,E21 Person,name-English_table.csv
1712,Giuliano Briganti,E21 Person,name-English_table.csv
1713,Giuliano Colonna di Stigliano,E21 Person,name-English_table.csv
1714,Giuliano Finelli,E21 Person,F_refined.csv; name-English_table.csv
1715,Giuliano Giampiccoli,E21 Person,G_refined.csv; name-English_table.csv
1716,Giuliano della Rovere,E21 Person,name-English_table.csv
1717,Giulio Cantalamessa,E21 Person,name-English_table.csv
1718,Giulio Cesare Maffci,E21 Person,name-English_table.csv
1719,Giulio Lorenzetti,E21 Person,name-English_table.csv
1720,Giulio Mancini,E21 Person,M_refined.csv; name-English_table.csv
1721,Giulio Natali,E21 Person,name-English_table.csv
1722,Giulio Parigi,E21 Person,P_refined.csv; name-English_table.csv
1723,Giulio Romano,E21 Person,G_refined.csv; name-English_table.csv
1724,Giulio Sacchetti,E21 Person,S_refined.csv; name-English_table.csv
1725,Giulio Savelli,E21 Person,S_refined.csv; name-English_table.csv
1726,Giulio della Greca,E21 Person,name-English_table.csv
1727,Giuseppe Agnello,E21 Person,name-English_table.csv
1728,Giuseppe Angeli,E21 Person,A_refined.csv; name-English_table.csv
1729,Giuseppe Angelo Maria Carron di San Tommaso marchese di Aigueblanche,E21 Person,name-English_table.csv
1730,Giuseppe Antonio Lotti,E21 Person,name-English_table.csv
1731,Giuseppe Antonio Patrignani,E21 Person,name-English_table.csv
1732,Giuseppe Arighini,E21 Person,name-English_table.csv
1733,Giuseppe Bartolomeo Chiari,E21 Person,name-English_table.csv
1734,Giuseppe Bencivenni Pelli,E21 Person,name-English_table.csv
1735,Giuseppe Bianchini,E21 Person,name-English_table.csv
1736,Giuseppe Campori,E21 Person,name-English_table.csv
1737,Giuseppe Ceccarelli,E21 Person,name-English_table.csv
1738,Giuseppe Cesari,E21 Person,name-English_table.csv
1739,Giuseppe Cugnoni,E21 Person,name-English_table.csv
1740,Giuseppe Delogu,E21 Person,name-English_table.csv
1741,Giuseppe Felici,E21 Person,name-English_table.csv
1742,Giuseppe Fochessati,E21 Person,name-English_table.csv
1743,Giuseppe Fossati,E21 Person,name-English_table.csv
1744,Giuseppe Gabrieli,E21 Person,name-English_table.csv
1745,Giuseppe Gambari,E21 Person,name-English_table.csv
1746,Giuseppe Gennari,E21 Person,G_refined.csv; name-English_table.csv
1747,Giuseppe Ghezzi,E21 Person,G_refined.csv; name-English_table.csv
1748,Giuseppe Guido Ferrero,E21 Person,name-English_table.csv
1749,Giuseppe Lorenzo Moncallero,E21 Person,name-English_table.csv
1750,Giuseppe Manini,E21 Person,name-English_table.csv
1751,Giuseppe Marc'Antonio Baretti,E21 Person,name-English_table.csv
1752,Giuseppe Maria Crespi,E21 Person,C_refined.csv; name-English_table.csv
1753,Giuseppe Maria Martelli,E21 Person,name-English_table.csv
1754,Giuseppe Maria Mazza,E21 Person,name-English_table.csv
1755,Giuseppe Maria Sasso,E21 Person,S_refined.csv; name-English_table.csv
1756,Giuseppe Mazzotti,E21 Person,name-English_table.csv
1757,Giuseppe Morazzoni,E21 Person,name-English_table.csv
1758,Giuseppe Nicoletti,E21 Person,name-English_table.csv
1759,Giuseppe Nogari,E21 Person,N_refined.csv; name-English_table.csv
1760,Giuseppe Ortolani,E21 Person,name-English_table.csv
1761,Giuseppe Pinacci,E21 Person,P_refined.csv; name-English_table.csv
1762,Giuseppe Richa,E21 Person,name-English_table.csv
1763,Giuseppe Sardi,E21 Person,S_refined.csv; name-English_table.csv
1764,Giuseppe Subleyras,E21 Person,S_refined.csv; name-English_table.csv
1765,Giuseppe Tassini,E21 Person,name-English_table.csv
1766,Giuseppe Toninotto,E21 Person,name-English_table.csv
1767,Giuseppe Urbani de Gheltof,E21 Person,name-English_table.csv
1768,Giuseppe Valeriano,E21 Person,name-English_table.csv
1769,Giuseppe Valeriano Vannetti,E21 Person,name-English_table.csv
1770,Giuseppe Valletta,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1771,Giuseppe Zais,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1772,Giuseppe Zocchi,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1773,Giuseppe de Rossi,E21 Person,name-English_table.csv
1774,Giustiniana Wynne Rosenberg-Orsini,E21 Person,name-English_table.csv
1775,Giustiniani family,E74 Group,G_refined.csv
1776,"Giustiniani, Abbate Michele",E21 Person,G_refined.csv
1777,"Giustiniani, Andrea",E21 Person,G_refined.csv
1778,"Giustiniani, Benedetto",E21 Person,G_refined.csv
1779,"Giustiniani, Marchese Vincenzo",E22 Man-Made Object,G_refined.csv
